q1_rad,q2_rad,q3_rad
0,"2,10234856779453","-2,36008831975354"
"1,74532925199433E-06","2,10234856779453","-2,36008482909504"
"1,22173047639603E-05","2,10233809581902","-2,36006039448551"
"4,01425727958696E-05","2,10231366120949","-2,35999581730319"
"9,42477796076938E-05","2,10226653731969","-2,35987364425555"
"0,00018151424220741","2,10219148816185","-2,35967642205007"
"0,000310668606854991","2,10207978708973","-2,35938844272349"
"0,000485201532054424","2,1019279434448","-2,35899399831254"
"0,000712094334813687","2,10172897591008","-2,35848087151246"
"0,000998328332140757","2,10148113915629","-2,35783684501847"
"0,00134739418253962","2,10117745186645","-2,35704970152582"
"0,00176452787376627","2,10081442338203","-2,35610722372975"
"0,00225322006432468","2,10038856304454","-2,35500417564249"
"0,00281870674197084","2,09989812552473","-2,35373008528853"
"0,00346273323595675","2,09933787483484","-2,35227797135087"
"0,0041870448755344","2,09870606564562","-2,3506408525125"
"0,00499687764845977","2,09800095262782","-2,34881349278566"
"0,00589397688398485","2,09722079045217","-2,3467906561826"
"0,00687834258210965","2,0963655791187","-2,34457059737406"
"0,00794997474283417","2,09543182796888","-2,34214982570155"
"0,00911410935391439","2,09441953700272","-2,33952485050655"
"0,0103672557568463","2,09332870622023","-2,33669567178906"
"0,0117129046101339","2,09215759029214","-2,3336622895491"
"0,0131475652552733","2,09090967987696","-2,3304229584574"
"0,0146729830215163","2,0895814843162","-2,32698116917246"
"0,0162891579088631","2,08817649426834","-2,3233369216943"
"0,0179925992588095","2,0866947097334","-2,31949370668141"
"0,0197833070713557","2,08513613071137","-2,31545326946304"
"0,0216595360172496","2,0835025025315","-2,3112191006977"
"0,0236195407672393","2,0817973158523","-2,30679643637315"
"0,0256615759920726","2,08002057067377","-2,30219051247714"
"0,0277821510332457","2,07817575765441","-2,29740481966817"
"0,0299812658907586","2,07626287679423","-2,29244633926325"
"0,0322519392476032","2,07428716408097","-2,28732030725014"
"0,0345941711037796","2,07224861951464","-2,28203545027511"
"0,0370062161300358","2,07015073375374","-2,27659525899664"
"0,0394810930093637","2,06799874278603","-2,27101195071951"
"0,0420153110832595","2,06579090128226","-2,26529076143147"
"0,0446088703517231","2,06353593588868","-2,25944041777879"
"0,0472547894977465","2,06123210127605","-2,25346964640771"
"0,0499513231920777","2,05888812409062","-2,24738717396451"
"0,0526914901177088","2,05650225900315","-2,2412034724247"
"0,0554752902746398","2,05408148733063","-2,23492552310527"
"0,0582939970166106","2,05162929973158","-2,22856554331101"
"0,0611441196851173","2,04914744153524","-2,22213225968816"
